"","sensitivity","specificity","thresholds"
"143",0.999232540291635,0.0328326180257511,0.173226341605186
"144",0.999232540291635,0.0330472103004292,0.173531889915466
"145",0.999232540291635,0.0332618025751073,0.17380053550005
"146",0.999232540291635,0.0334763948497854,0.173835672438145
"147",0.999232540291635,0.0336909871244635,0.174121409654617
"148",0.999232540291635,0.0339055793991416,0.174402058124542
"149",0.999232540291635,0.0341201716738197,0.17444484680891
"150",0.999232540291635,0.0343347639484979,0.174555256962776
"151",0.998465080583269,0.0343347639484979,0.175140351057053
"152",0.998465080583269,0.034549356223176,0.175770588219166
"153",0.998465080583269,0.0347639484978541,0.176068238914013
"154",0.998465080583269,0.0349785407725322,0.176458418369293
"155",0.998465080583269,0.0351931330472103,0.176778204739094
"156",0.998465080583269,0.0354077253218884,0.177228026092052
"157",0.998465080583269,0.0356223175965665,0.177834719419479
"158",0.998465080583269,0.0358369098712446,0.178254090249538
"159",0.998465080583269,0.0360515021459227,0.178748346865177
"160",0.998465080583269,0.0362660944206009,0.179102294147015
"161",0.998465080583269,0.036480686695279,0.17917063832283
"162",0.997697620874904,0.036480686695279,0.179281957447529
"163",0.997697620874904,0.0366952789699571,0.179619632661343
"164",0.997697620874904,0.0369098712446352,0.179997652769089
"165",0.997697620874904,0.0371244635193133,0.180164657533169
"166",0.997697620874904,0.0373390557939914,0.180328071117401
"167",0.997697620874904,0.0375536480686695,0.180468454957008
"168",0.997697620874904,0.0377682403433476,0.180638812482357
"169",0.997697620874904,0.0379828326180257,0.181372337043285
"170",0.997697620874904,0.0381974248927039,0.182156749069691
"171",0.997697620874904,0.0386266094420601,0.182365901768208
"172",0.997697620874904,0.0388412017167382,0.182517111301422
"173",0.997697620874904,0.0390557939914163,0.182655580341816
"174",0.997697620874904,0.0392703862660944,0.182774856686592
"175",0.997697620874904,0.0394849785407725,0.182973213493824
"176",0.997697620874904,0.0396995708154506,0.183214128017426
"177",0.997697620874904,0.0399141630901288,0.183536574244499
"178",0.997697620874904,0.0401287553648069,0.184042498469353
"179",0.997697620874904,0.040343347639485,0.184440709650517
"180",0.997697620874904,0.0405579399141631,0.184725046157837
"181",0.997697620874904,0.0407725321888412,0.185580775141716
"182",0.997697620874904,0.0409871244635193,0.186263993382454
"183",0.997697620874904,0.0412017167381974,0.186332933604717
"184",0.997697620874904,0.0414163090128755,0.186701901257038
"185",0.997697620874904,0.0416309012875536,0.187132753431797
"186",0.997697620874904,0.0418454935622318,0.187233559787273
"187",0.997697620874904,0.0420600858369099,0.187313243746758
"188",0.997697620874904,0.042274678111588,0.187397435307503
"189",0.997697620874904,0.0424892703862661,0.187470182776451
"190",0.997697620874904,0.0427038626609442,0.187818221747875
"191",0.997697620874904,0.0429184549356223,0.188159227371216
"192",0.997697620874904,0.0433476394849785,0.18832828104496
"193",0.997697620874904,0.0435622317596566,0.188631564378738
"194",0.997697620874904,0.0437768240343348,0.188822835683823
"195",0.997697620874904,0.0439914163090129,0.188867092132568
"196",0.997697620874904,0.044206008583691,0.189009062945843
"197",0.997697620874904,0.0444206008583691,0.189165629446507
"198",0.997697620874904,0.0446351931330472,0.18939046561718
"199",0.997697620874904,0.0448497854077253,0.189567320048809
"200",0.997697620874904,0.0450643776824034,0.189679443836212
"201",0.997697620874904,0.0452789699570815,0.189881861209869
"202",0.997697620874904,0.0454935622317597,0.190072648227215
"203",0.997697620874904,0.0457081545064378,0.190184399485588
"204",0.997697620874904,0.0459227467811159,0.190315410494804
"205",0.997697620874904,0.0463519313304721,0.190439306199551
"206",0.997697620874904,0.0465665236051502,0.190570823848248
"207",0.997697620874904,0.0467811158798283,0.190839014947414
"208",0.997697620874904,0.0469957081545064,0.190985456109047
"209",0.997697620874904,0.0472103004291846,0.191080451011658
"210",0.997697620874904,0.0474248927038627,0.191246517002583
"211",0.997697620874904,0.0476394849785408,0.19143258780241
"212",0.997697620874904,0.0478540772532189,0.191602237522602
"213",0.997697620874904,0.048068669527897,0.191964566707611
"214",0.997697620874904,0.0482832618025751,0.192276500165462
"215",0.997697620874904,0.0484978540772532,0.192326448857784
"216",0.997697620874904,0.0487124463519313,0.19246618449688
"217",0.997697620874904,0.0491416309012876,0.192699141800404
"218",0.997697620874904,0.0493562231759657,0.192878916859627
"219",0.997697620874904,0.0495708154506438,0.192976973950863
"220",0.997697620874904,0.0497854077253219,0.193067662417889
"221",0.997697620874904,0.05,0.193112276494503
"222",0.997697620874904,0.0506437768240343,0.193125605583191
"223",0.997697620874904,0.0508583690987124,0.193150095641613
"224",0.997697620874904,0.0510729613733906,0.193304978311062
"225",0.997697620874904,0.0512875536480687,0.193476460874081
"226",0.997697620874904,0.0515021459227468,0.193534448742867
"227",0.996930161166539,0.0515021459227468,0.193569950759411
"228",0.996930161166539,0.0517167381974249,0.193586513400078
"229",0.996930161166539,0.051931330472103,0.193668477237225
"230",0.996930161166539,0.0521459227467811,0.193829335272312
"231",0.996930161166539,0.0523605150214592,0.193977907299995
"232",0.996930161166539,0.0525751072961373,0.194098353385925
"233",0.996930161166539,0.0527896995708155,0.194221638143063
"234",0.996930161166539,0.0530042918454936,0.19438124448061
"235",0.996930161166539,0.0532188841201717,0.194575756788254
"236",0.996930161166539,0.0534334763948498,0.194710463285446
"237",0.996930161166539,0.0536480686695279,0.194756805896759
"238",0.996930161166539,0.053862660944206,0.194911047816277
"239",0.996930161166539,0.0540772532188841,0.195153966546059
"240",0.996930161166539,0.0545064377682403,0.195350736379623
"241",0.996930161166539,0.0547210300429185,0.195496521890163
"242",0.996930161166539,0.0549356223175966,0.195621483027935
"243",0.996930161166539,0.0551502145922747,0.195716470479965
"244",0.996930161166539,0.0553648068669528,0.195899121463299
"245",0.996930161166539,0.0555793991416309,0.19612729549408
"246",0.996930161166539,0.055793991416309,0.196200959384441
"247",0.996930161166539,0.0560085836909871,0.196387968957424
"248",0.996930161166539,0.0562231759656652,0.196602992713451
"249",0.996930161166539,0.0564377682403433,0.196643404662609
"250",0.996930161166539,0.0568669527896996,0.196751058101654
"251",0.996930161166539,0.0570815450643777,0.196946874260902
"252",0.996930161166539,0.0572961373390558,0.19705469161272
"253",0.996162701458173,0.0572961373390558,0.197083279490471
"254",0.996162701458173,0.0575107296137339,0.197170741856098
"255",0.995395241749808,0.0575107296137339,0.197294436395168
"256",0.995395241749808,0.057725321888412,0.19736609607935
"257",0.995395241749808,0.0579399141630901,0.197483994066715
"258",0.994627782041443,0.0579399141630901,0.197633117437363
"259",0.994627782041443,0.0581545064377682,0.197711288928986
"260",0.994627782041443,0.0583690987124464,0.197883754968643
"261",0.994627782041443,0.0585836909871245,0.198046170175076
"262",0.994627782041443,0.0587982832618026,0.198099866509438
"263",0.994627782041443,0.0590128755364807,0.198233634233475
"264",0.993860322333078,0.0590128755364807,0.198489874601364
"265",0.993860322333078,0.0592274678111588,0.198701672255993
"266",0.993860322333078,0.0594420600858369,0.198788002133369
"267",0.993860322333078,0.059656652360515,0.198826126754284
"268",0.993860322333078,0.0598712446351931,0.198849275708199
"269",0.993860322333078,0.0600858369098712,0.198880299925804
"270",0.993860322333078,0.0605150214592275,0.198912531137466
"271",0.993860322333078,0.0607296137339056,0.198959060013294
"272",0.993860322333078,0.0609442060085837,0.199077531695366
"273",0.993860322333078,0.0611587982832618,0.199282169342041
"274",0.993860322333078,0.0613733905579399,0.199463367462158
"275",0.993860322333078,0.061587982832618,0.199563637375832
"276",0.993860322333078,0.0618025751072961,0.19965798407793
"277",0.993860322333078,0.0620171673819742,0.199763715267181
"278",0.993860322333078,0.0624463519313305,0.199873238801956
"279",0.993860322333078,0.0626609442060086,0.20002268999815
"280",0.993860322333078,0.0628755364806867,0.200180791318417
"281",0.993860322333078,0.0630901287553648,0.200257182121277
"282",0.993860322333078,0.0633047210300429,0.200312942266464
"283",0.993860322333078,0.0637339055793991,0.200400166213512
"284",0.993860322333078,0.0639484978540772,0.200469233095646
"285",0.993860322333078,0.0641630901287554,0.200534917414188
"286",0.993860322333078,0.0643776824034335,0.200577586889267
"287",0.993860322333078,0.0645922746781116,0.200592137873173
"288",0.993860322333078,0.0648068669527897,0.200685478746891
"289",0.993860322333078,0.0650214592274678,0.200786396861076
"290",0.993860322333078,0.0652360515021459,0.200824037194252
"291",0.993860322333078,0.065450643776824,0.20089390873909
"292",0.993860322333078,0.0656652360515022,0.200955636799335
"293",0.993092862624712,0.0658798283261803,0.201037593185902
"294",0.992325402916347,0.0658798283261803,0.201175913214684
"295",0.992325402916347,0.0660944206008584,0.201292186975479
"296",0.992325402916347,0.0663090128755365,0.201344668865204
"297",0.992325402916347,0.0665236051502146,0.201364681124687
"298",0.992325402916347,0.0667381974248927,0.201407469809055
"299",0.992325402916347,0.0669527896995708,0.201454482972622
"300",0.992325402916347,0.0671673819742489,0.201512329280376
"301",0.992325402916347,0.067381974248927,0.201611198484898
"302",0.991557943207982,0.067381974248927,0.201705858111382
"303",0.991557943207982,0.0675965665236052,0.201799504458904
"304",0.991557943207982,0.0678111587982833,0.202002249658108
"305",0.991557943207982,0.0680257510729614,0.202256314456463
"306",0.991557943207982,0.0682403433476395,0.202369384467602
"307",0.991557943207982,0.0684549356223176,0.202450759708881
"308",0.991557943207982,0.0686695278969957,0.202552735805511
"309",0.991557943207982,0.06931330472103,0.20259078592062
"310",0.991557943207982,0.0695278969957082,0.202626906335354
"311",0.991557943207982,0.0697424892703863,0.202676109969616
"312",0.991557943207982,0.0699570815450644,0.202698186039925
"313",0.991557943207982,0.0701716738197425,0.202784724533558
"314",0.991557943207982,0.0703862660944206,0.202941827476025
"315",0.991557943207982,0.0706008583690987,0.203038163483143
"316",0.991557943207982,0.0708154506437768,0.203100860118866
"317",0.991557943207982,0.0710300429184549,0.203149802982807
"318",0.991557943207982,0.0712446351931331,0.203162774443626
"319",0.991557943207982,0.0714592274678112,0.203201167285442
"320",0.991557943207982,0.0716738197424893,0.203249417245388
"321",0.991557943207982,0.0718884120171674,0.203509695827961
"322",0.991557943207982,0.0721030042918455,0.203799024224281
"323",0.991557943207982,0.0723175965665236,0.203884661197662
"324",0.991557943207982,0.0725321888412017,0.203932665288448
"325",0.991557943207982,0.0727467811158798,0.203941412270069
"326",0.991557943207982,0.0729613733905579,0.203982837498188
"327",0.991557943207982,0.0733905579399142,0.204088777303696
"328",0.991557943207982,0.0736051502145923,0.204161256551743
"329",0.991557943207982,0.0738197424892704,0.204328954219818
"330",0.991557943207982,0.0740343347639485,0.204610034823418
"331",0.991557943207982,0.0742489270386266,0.204769775271416
"332",0.991557943207982,0.0744635193133047,0.204874269664288
"333",0.991557943207982,0.0746781115879828,0.204964622855186
"334",0.991557943207982,0.0748927038626609,0.205111056566238
"335",0.991557943207982,0.0751072961373391,0.205279603600502
"336",0.991557943207982,0.0753218884120172,0.205345541238785
"337",0.991557943207982,0.0755364806866953,0.205579616129398
"338",0.991557943207982,0.0757510729613734,0.205813877284527
"339",0.991557943207982,0.0759656652360515,0.205851778388023
"340",0.991557943207982,0.0761802575107296,0.205926701426506
"341",0.991557943207982,0.0763948497854077,0.206025280058384
"342",0.991557943207982,0.0766094420600858,0.206124894320965
"343",0.991557943207982,0.076824034334764,0.206208899617195
"344",0.991557943207982,0.0770386266094421,0.206247314810753
"345",0.991557943207982,0.0772532188841202,0.206263482570648
"346",0.991557943207982,0.0774678111587983,0.206312954425812
"347",0.990790483499616,0.0774678111587983,0.206356063485146
"348",0.990790483499616,0.0776824034334764,0.206374190747738
"349",0.990790483499616,0.0778969957081545,0.206394828855991
"350",0.990790483499616,0.0781115879828326,0.20640779286623
"351",0.990790483499616,0.0783261802575107,0.206522673368454
"352",0.990790483499616,0.0785407725321888,0.206729620695114
"353",0.990790483499616,0.078755364806867,0.206871002912521
"354",0.990790483499616,0.0789699570815451,0.206926822662354
"355",0.990790483499616,0.0791845493562232,0.206943780183792
"356",0.990790483499616,0.0793991416309013,0.206965945661068
"357",0.990790483499616,0.0796137339055794,0.207012519240379
"358",0.990790483499616,0.0798283261802575,0.207044877111912
"359",0.990790483499616,0.0800429184549356,0.2071238681674
"360",0.990790483499616,0.0802575107296137,0.207250498235226
"361",0.990790483499616,0.0804721030042918,0.207353189587593
"362",0.990790483499616,0.0809012875536481,0.207416407763958
"363",0.990790483499616,0.0811158798283262,0.207431465387344
"364",0.990790483499616,0.0815450643776824,0.207512080669403
"365",0.990790483499616,0.0817596566523605,0.20759467035532
"366",0.990790483499616,0.0819742489270386,0.207638613879681
"367",0.990790483499616,0.0821888412017167,0.207687549293041
"368",0.990790483499616,0.0824034334763949,0.207733377814293
"369",0.990790483499616,0.082618025751073,0.207798764109612
"370",0.990790483499616,0.0828326180257511,0.207830622792244
"371",0.990790483499616,0.0830472103004292,0.207865811884403
"372",0.990790483499616,0.0832618025751073,0.207904979586601
"373",0.990790483499616,0.0834763948497854,0.207912497222424
"374",0.990790483499616,0.0836909871244635,0.207965761423111
"375",0.990790483499616,0.0839055793991416,0.208024509251118
"376",0.990790483499616,0.0841201716738197,0.208071649074554
"377",0.990790483499616,0.0843347639484979,0.20811265707016
"378",0.990790483499616,0.084549356223176,0.208129122853279
"379",0.990790483499616,0.0847639484978541,0.208278216421604
"380",0.990790483499616,0.0849785407725322,0.208433426916599
"381",0.990790483499616,0.0851931330472103,0.208492748439312
"382",0.990790483499616,0.0854077253218884,0.208624325692654
"383",0.990790483499616,0.0856223175965665,0.208800435066223
"384",0.990790483499616,0.0858369098712446,0.208921387791634
"385",0.990790483499616,0.0860515021459227,0.209023110568523
"386",0.990790483499616,0.0862660944206009,0.209118396043777
"387",0.990790483499616,0.086480686695279,0.209156073629856
"388",0.990790483499616,0.0866952789699571,0.209180563688278
"389",0.990790483499616,0.0869098712446352,0.209209010004997
"390",0.990790483499616,0.0871244635193133,0.20923637598753
"391",0.990790483499616,0.0873390557939914,0.209274023771286
"392",0.990790483499616,0.0875536480686695,0.209358878433704
"393",0.990790483499616,0.0877682403433476,0.209430769085884
"394",0.990790483499616,0.0879828326180258,0.209467634558678
"395",0.990023023791251,0.0879828326180258,0.209518067538738
"396",0.990023023791251,0.088412017167382,0.209540843963623
"397",0.990023023791251,0.0886266094420601,0.209551617503166
"398",0.990023023791251,0.0888412017167382,0.209568448364735
"399",0.989255564082886,0.0888412017167382,0.209601625800133
"400",0.989255564082886,0.0890557939914163,0.209734909236431
"401",0.98848810437452,0.0890557939914163,0.209883086383343
"402",0.98848810437452,0.0896995708154506,0.209986843168736
"403",0.98848810437452,0.0899141630901288,0.210115641355515
"404",0.98848810437452,0.0901287553648069,0.2102355286479
"405",0.98848810437452,0.090343347639485,0.210320718586445
"406",0.98848810437452,0.0905579399141631,0.210356958210468
"407",0.98848810437452,0.0907725321888412,0.21039292961359
"408",0.987720644666155,0.0907725321888412,0.210459142923355
"409",0.987720644666155,0.0909871244635193,0.210497677326202
"410",0.987720644666155,0.0912017167381974,0.210546307265759
"411",0.987720644666155,0.0914163090128755,0.210614748299122
"412",0.987720644666155,0.0916309012875536,0.210646614432335
"413",0.987720644666155,0.0918454935622318,0.210666336119175
"414",0.987720644666155,0.0920600858369099,0.210708908736706
"415",0.987720644666155,0.092274678111588,0.210745237767696
"416",0.987720644666155,0.0924892703862661,0.210762456059456
"417",0.987720644666155,0.0927038626609442,0.21081330627203
"418",0.987720644666155,0.0929184549356223,0.210862249135971
"419",0.987720644666155,0.0931330472103004,0.210939034819603
"420",0.987720644666155,0.0933476394849785,0.211066067218781
"421",0.987720644666155,0.0935622317596567,0.211138591170311
"422",0.987720644666155,0.0937768240343348,0.211148783564568
"423",0.987720644666155,0.0939914163090129,0.21121721714735
"424",0.987720644666155,0.094206008583691,0.211288437247276
"425",0.98695318495779,0.094206008583691,0.211303740739822
"426",0.98695318495779,0.0944206008583691,0.211316280066967
"427",0.98695318495779,0.0948497854077253,0.211336769163609
"428",0.98695318495779,0.0950643776824034,0.211387678980827
"429",0.98695318495779,0.0952789699570815,0.211427547037601
"430",0.98695318495779,0.0963519313304721,0.21149704605341
"431",0.98695318495779,0.0965665236051502,0.211571238934994
"432",0.98695318495779,0.0967811158798283,0.211605556309223
"433",0.98695318495779,0.0969957081545064,0.211661465466022
"434",0.98695318495779,0.0972103004291845,0.211746044456959
"435",0.98695318495779,0.0974248927038627,0.211873807013035
"436",0.98695318495779,0.0976394849785408,0.211962722241879
"437",0.98695318495779,0.0978540772532189,0.211994282901287
"438",0.98695318495779,0.098068669527897,0.212016016244888
"439",0.98695318495779,0.0984978540772532,0.212037928402424
"440",0.98695318495779,0.0987124463519313,0.212101340293884
"441",0.98695318495779,0.0989270386266094,0.212226137518883
"442",0.98695318495779,0.0991416309012876,0.21230960637331
"443",0.98695318495779,0.0993562231759657,0.212377309799194
"444",0.98695318495779,0.0997854077253219,0.212508171796799
"445",0.98695318495779,0.1,0.212608486413956
"446",0.98695318495779,0.100214592274678,0.212676338851452
"447",0.98695318495779,0.100429184549356,0.212722525000572
"448",0.98695318495779,0.100643776824034,0.212767645716667
"449",0.98695318495779,0.100858369098712,0.212814815342426
"450",0.98695318495779,0.101072961373391,0.212866544723511
"451",0.98695318495779,0.101287553648069,0.212917990982533
"452",0.98695318495779,0.101502145922747,0.21293943375349
"453",0.98695318495779,0.101931330472103,0.212985344231129
"454",0.98695318495779,0.102145922746781,0.213075257837772
"455",0.98695318495779,0.102360515021459,0.213155619800091
"456",0.98695318495779,0.102575107296137,0.213238693773746
"457",0.98695318495779,0.103218884120172,0.213309951126575
"458",0.98695318495779,0.10343347639485,0.213329620659351
"459",0.98695318495779,0.103648068669528,0.213428542017937
"460",0.98695318495779,0.103862660944206,0.213527411222458
"461",0.98695318495779,0.104077253218884,0.213542692363262
"462",0.98695318495779,0.104291845493562,0.213567972183228
"463",0.98695318495779,0.10450643776824,0.21358585357666
"464",0.98695318495779,0.104721030042918,0.213628180325031
"465",0.98695318495779,0.104935622317597,0.213664151728153
"466",0.98695318495779,0.105150214592275,0.213692776858807
"467",0.98695318495779,0.105364806866953,0.213730178773403
"468",0.98695318495779,0.105579399141631,0.213789001107216
"469",0.98695318495779,0.105793991416309,0.21385246515274
"470",0.98695318495779,0.106008583690987,0.213922768831253
"471",0.98695318495779,0.106223175965665,0.214000977575779
"472",0.98695318495779,0.106437768240343,0.214030578732491
"473",0.98695318495779,0.106652360515021,0.214072652161121
"474",0.98695318495779,0.107296137339056,0.214122861623764
"475",0.98695318495779,0.107510729613734,0.214158989489079
"476",0.98695318495779,0.107725321888412,0.214202709496021
"477",0.98695318495779,0.10793991416309,0.21427471190691
"478",0.98695318495779,0.108154506437768,0.214325919747353
"479",0.98695318495779,0.109012875536481,0.214357033371925
"480",0.98695318495779,0.109227467811159,0.214394636452198
"481",0.98695318495779,0.109442060085837,0.21441388130188
"482",0.98695318495779,0.109656652360515,0.214508168399334
"483",0.98695318495779,0.109871244635193,0.214640408754349
"484",0.986185725249424,0.109871244635193,0.214691355824471
"485",0.986185725249424,0.110085836909871,0.214841015636921
"486",0.986185725249424,0.110300429184549,0.21500650793314
"487",0.986185725249424,0.110729613733906,0.215057909488678
"488",0.986185725249424,0.111158798283262,0.215108223259449
"489",0.986185725249424,0.11137339055794,0.215227484703064
"490",0.986185725249424,0.111587982832618,0.215369693934917
"491",0.986185725249424,0.111802575107296,0.21541702747345
"492",0.986185725249424,0.112017167381974,0.215434357523918
"493",0.986185725249424,0.112231759656652,0.215463601052761
"494",0.986185725249424,0.11244635193133,0.215547330677509
"495",0.986185725249424,0.112875536480687,0.215627871453762
"496",0.986185725249424,0.113090128755365,0.215647116303444
"497",0.986185725249424,0.113304721030043,0.21566666662693
"498",0.986185725249424,0.113519313304721,0.215697832405567
"499",0.986185725249424,0.113733905579399,0.215761676430702
"500",0.985418265541059,0.113733905579399,0.21584614366293
"501",0.985418265541059,0.113948497854077,0.215882420539856
"502",0.985418265541059,0.114163090128755,0.2159563601017
"503",0.985418265541059,0.114377682403433,0.216030545532703
"504",0.985418265541059,0.114592274678112,0.216097481548786
"505",0.985418265541059,0.11480686695279,0.216188937425613
"506",0.985418265541059,0.115021459227468,0.216234788298607
"507",0.985418265541059,0.115236051502146,0.216276399791241
"508",0.985418265541059,0.115450643776824,0.216364867985249
"509",0.985418265541059,0.115665236051502,0.216433547437191
"510",0.985418265541059,0.11587982832618,0.216485507786274
"511",0.985418265541059,0.116094420600858,0.21658406406641
"512",0.985418265541059,0.116309012875536,0.216666132211685
"513",0.985418265541059,0.116523605150215,0.216719411313534
"514",0.985418265541059,0.116738197424893,0.216755606234074
"515",0.985418265541059,0.116952789699571,0.216772936284542
"516",0.984650805832694,0.116952789699571,0.216787077486515
"517",0.984650805832694,0.117167381974249,0.216809041798115
"518",0.984650805832694,0.117381974248927,0.216837227344513
"519",0.984650805832694,0.117596566523605,0.216865599155426
"520",0.984650805832694,0.117811158798283,0.216915756464005
"521",0.984650805832694,0.118025751072961,0.216991230845451
"522",0.983883346124328,0.118454935622318,0.217039957642555
"523",0.983115886415963,0.118669527896996,0.217088639736176
"524",0.983115886415963,0.118884120171674,0.217164807021618
"525",0.983115886415963,0.119098712446352,0.217271238565445
